station_name|primary_station_id|report_id|observation_id|longitude|latitude|height_of_station_above_sea_level|report_timestamp|report_meaning_of_time_stamp|report_duration|observed_variable|units|observation_value|quality_flag|source_id|data_policy_licence|platform_type|report_type|value_significance
null|MASKSTID|ICOADS-302-RJF5SP|ICOADS-302-RJF5SP-SST|14.1|44.8|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|292.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF5TT|ICOADS-302-RJF5TT-SST|-82.6|43.8|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|315.75|1|2|0|2|0|2
PAUL R. TREGURTHA (AWS)|WYR4481|ICOADS-302-RJF5TU|ICOADS-302-RJF5TU-SST|-82.6|43.8|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|315.75|1|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF5U5|ICOADS-302-RJF5U5-SST|148.6|43.5|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|284.15|0|2|0|2|0|2
MOL BENEFACTOR|VRPJ6|ICOADS-302-RJF5U6|ICOADS-302-RJF5U6-SST|148.6|43.5|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|284.15|2|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF5UR|ICOADS-302-RJF5UR-SST|-3.0|43.3|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|293.15|1|2|0|2|0|2
STI OXFORD|V7DJ5|ICOADS-302-RJF5US|ICOADS-302-RJF5US-SST|-3.0|43.3|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|293.15|1|2|0|2|0|2
ATLANTIC MANZANILLO|9V2170|ICOADS-302-RJF5VI|ICOADS-302-RJF5VI-SST|148.6|42.7|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|293.15|2|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF5VJ|ICOADS-302-RJF5VJ-SST|148.6|42.7|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|293.15|1|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF5WE|ICOADS-302-RJF5WE-SST|-83.1|42.3|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|285.35|0|2|0|2|0|2
KAYE E. BARKER (AWS)|WCF3012|ICOADS-302-RJF5WF|ICOADS-302-RJF5WF-SST|-83.1|42.3|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|285.35|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF5WP|ICOADS-302-RJF5WP-SST|11.7|42.1|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|293.15|0|2|0|2|0|2
PACIFIC PRINCESS|ZCDS3|ICOADS-302-RJF5WQ|ICOADS-302-RJF5WQ-SST|11.7|42.1|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|293.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF5XF|ICOADS-302-RJF5XF-SST|-87.4|41.7|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|281.35|0|2|0|2|0|2
JAMES R. BARKER (AWS)|WYP8657|ICOADS-302-RJF5XG|ICOADS-302-RJF5XG-SST|-87.4|41.7|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|281.35|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF5XH|ICOADS-302-RJF5XH-SST|-83.5|41.7|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|282.85|0|2|0|2|0|2
HERBERT C. JACKSON (AWS)|WL3972|ICOADS-302-RJF5XI|ICOADS-302-RJF5XI-SST|-83.5|41.7|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|282.85|0|2|0|2|0|2
KEIFU MARU|JPBN|ICOADS-302-RJF5ZA|ICOADS-302-RJF5ZA-SST|137.6|40.5|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|287.95|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF5ZB|ICOADS-302-RJF5ZB-SST|137.6|40.5|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|287.95|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF5ZG|ICOADS-302-RJF5ZG-SST|-70.9|40.4|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|291.95|0|2|0|2|0|2
NEIL ARMSTRONG (AWS)|WARL|ICOADS-302-RJF5ZH|ICOADS-302-RJF5ZH-SST|-70.9|40.4|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|291.95|2|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF600|ICOADS-302-RJF600-SST|173.3|39.4|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|292.15|0|2|0|2|0|2
MAERSK ESSEX|OXSQ2|ICOADS-302-RJF601|ICOADS-302-RJF601-SST|173.3|39.4|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|292.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF60B|ICOADS-302-RJF60B-SST|0.6|39.0|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|295.15|0|2|0|2|0|2
NORA MAERSK|OZWP2|ICOADS-302-RJF60C|ICOADS-302-RJF60C-SST|0.6|39.0|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|295.15|2|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF613|ICOADS-302-RJF613-SST|-32.0|38.2|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|293.15|0|2|0|2|0|2
AM BUCHANAN|V7AT9|ICOADS-302-RJF614|ICOADS-302-RJF614-SST|-32.0|38.2|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|293.15|0|2|0|2|0|2
MAERSK HERRERA|9V7989|ICOADS-302-RJF62H|ICOADS-302-RJF62H-SST|4.9|37.4|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|291.65|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF62I|ICOADS-302-RJF62I-SST|4.9|37.4|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|291.65|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF63Z|ICOADS-302-RJF63Z-SST|-74.1|35.5|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|300.55|0|2|0|2|0|2
NOAA RONALD H. BROWN (AWS)|WTEC|ICOADS-302-RJF640|ICOADS-302-RJF640-SST|-74.1|35.5|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|300.55|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF641|ICOADS-302-RJF641-SST|-74.0|35.4|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|301.05|2|2|0|2|0|2
NOAA RONALD H. BROWN (AWS)|WTEC|ICOADS-302-RJF642|ICOADS-302-RJF642-SST|-74.0|35.4|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|301.05|2|2|0|2|0|2
MAJESTY OF THE SEAS|C6FZ8|ICOADS-302-RJF64A|ICOADS-302-RJF64A-SST|19.3|35.3|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|297.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF64B|ICOADS-302-RJF64B-SST|19.3|35.3|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|297.15|0|2|0|2|0|2
APL MIAMI|9V9922|ICOADS-302-RJF64I|ICOADS-302-RJF64I-SST|19.5|35.1|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|296.35|2|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF64J|ICOADS-302-RJF64J-SST|19.5|35.1|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|296.35|0|2|0|2|0|2
CMA CGM J. ADAMS|9HA4999|ICOADS-302-RJF64O|ICOADS-302-RJF64O-SST|-47.2|34.9|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|297.25|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF64P|ICOADS-302-RJF64P-SST|-47.2|34.9|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|297.25|0|2|0|2|0|2
APL SENTOSA|9HA5180|ICOADS-302-RJF64Q|ICOADS-302-RJF64Q-SST|140.4|34.8|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|299.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF64R|ICOADS-302-RJF64R-SST|140.4|34.8|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|299.15|0|2|0|2|0|2
STAR JAPAN|LAZV5|ICOADS-302-RJF652|ICOADS-302-RJF652-SST|142.0|34.6|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|298.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF653|ICOADS-302-RJF653-SST|142.0|34.6|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|298.15|0|2|0|2|0|2
SONNE|DBBE|ICOADS-302-RJF65S|ICOADS-302-RJF65S-SST|24.9|34.0|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|296.75|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF65T|ICOADS-302-RJF65T-SST|24.9|34.0|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|296.75|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF66O|ICOADS-302-RJF66O-SST|146.7|33.4|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|297.15|0|2|0|2|0|2
MAERSK STEPNICA|OZDL2|ICOADS-302-RJF66P|ICOADS-302-RJF66P-SST|146.7|33.4|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|297.15|0|2|0|2|0|2
EVER LIBERAL|2HDG2|ICOADS-302-RJF66U|ICOADS-302-RJF66U-SST|-127.8|33.3|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|294.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF66V|ICOADS-302-RJF66V-SST|-127.8|33.3|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|294.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF66W|ICOADS-302-RJF66W-SST|136.5|33.2|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|291.15|1|2|0|2|0|2
GHARAPURI ISLAND|VRSH3|ICOADS-302-RJF66X|ICOADS-302-RJF66X-SST|136.5|33.2|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|291.15|1|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF67G|ICOADS-302-RJF67G-SST|-117.2|32.7|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|298.85|1|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF67H|ICOADS-302-RJF67H-SST|-117.2|32.7|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|292.65|2|2|0|2|0|2
SALLY RIDE (AWS)|WSAF|ICOADS-302-RJF67I|ICOADS-302-RJF67I-SST|-117.2|32.7|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|292.65|0|2|0|2|0|2
ROBERT GORDON SPROUL (AWS)|WSQ2674|ICOADS-302-RJF67J|ICOADS-302-RJF67J-SST|-117.2|32.7|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|298.85|1|2|0|2|0|2
MAERSK HIDALGO|9V5600|ICOADS-302-RJF688|ICOADS-302-RJF688-SST|124.9|31.4|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|294.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF689|ICOADS-302-RJF689-SST|124.9|31.4|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|294.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF6BG|ICOADS-302-RJF6BG-SST|-80.2|29.1|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|300.65|0|2|0|2|0|2
HENRY B. BIGELOW (AWS)|WTDF|ICOADS-302-RJF6BH|ICOADS-302-RJF6BH-SST|-80.2|29.1|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|300.65|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF6BJ|ICOADS-302-RJF6BJ-SST|134.5|29.0|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|300.15|0|2|0|2|0|2
SEA PEARL|SVCS2|ICOADS-302-RJF6BK|ICOADS-302-RJF6BK-SST|134.5|29.0|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|300.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF6BN|ICOADS-302-RJF6BN-SST|-88.9|29.0|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|299.15|0|2|0|2|0|2
NOAA OREGON II (AWS)|WTDO|ICOADS-302-RJF6BO|ICOADS-302-RJF6BO-SST|-88.9|29.0|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|299.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF6BV|ICOADS-302-RJF6BV-SST|-89.0|28.9|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|297.95|2|2|0|2|0|2
NOAA OREGON II (AWS)|WTDO|ICOADS-302-RJF6BW|ICOADS-302-RJF6BW-SST|-89.0|28.9|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|297.95|2|2|0|2|0|2
CARNIVAL LIBERTY|HPYE|ICOADS-302-RJF6FP|ICOADS-302-RJF6FP-SST|-78.4|25.8|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|302.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF6FQ|ICOADS-302-RJF6FQ-SST|-78.4|25.8|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|302.15|0|2|0|2|0|2
CARNIVAL LEGEND|9HA3667|ICOADS-302-RJF6FV|ICOADS-302-RJF6FV-SST|-78.3|25.7|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|302.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF6FW|ICOADS-302-RJF6FW-SST|-78.3|25.7|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|302.15|2|2|0|2|0|2
RYOFU MARU|JGQH|ICOADS-302-RJF6H8|ICOADS-302-RJF6H8-SST|142.4|24.2|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|301.75|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF6H9|ICOADS-302-RJF6H9-SST|142.4|24.2|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|301.75|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF6HA|ICOADS-302-RJF6HA-SST|-82.1|24.1|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|303.85|1|2|0|2|0|2
ENDEAVOR (AWS)|WCE5063|ICOADS-302-RJF6HB|ICOADS-302-RJF6HB-SST|-82.1|24.1|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|303.85|1|2|0|2|0|2
TROPIC GEM|J8QY2|ICOADS-302-RJF6HE|ICOADS-302-RJF6HE-SST|-74.5|23.7|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|298.15|1|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF6HF|ICOADS-302-RJF6HF-SST|-74.5|23.7|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|298.15|1|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF6HI|ICOADS-302-RJF6HI-SST|62.0|23.0|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|302.15|0|2|0|2|0|2
STI SLOANE|V7DI9|ICOADS-302-RJF6HJ|ICOADS-302-RJF6HJ-SST|62.0|23.0|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|302.15|2|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF6HK|ICOADS-302-RJF6HK-SST|-92.5|22.8|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|301.15|0|2|0|2|0|2
STI BRONX|V7DQ4|ICOADS-302-RJF6HL|ICOADS-302-RJF6HL-SST|-92.5|22.8|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|301.15|0|2|0|2|0|2
TROPIC UNITY|J8PE4|ICOADS-302-RJF6HR|ICOADS-302-RJF6HR-SST|-71.0|22.1|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|303.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF6HS|ICOADS-302-RJF6HS-SST|-71.0|22.1|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|303.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF6IG|ICOADS-302-RJF6IG-SST|-57.9|20.8|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|302.15|0|2|0|2|0|2
SBI TANGO|V7KC3|ICOADS-302-RJF6IH|ICOADS-302-RJF6IH-SST|-57.9|20.8|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|302.15|2|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF6IR|ICOADS-302-RJF6IR-SST|37.3|19.7|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|304.15|0|2|0|2|0|2
SAFMARINE NGAMI|WSNA|ICOADS-302-RJF6IS|ICOADS-302-RJF6IS-SST|37.3|19.7|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|304.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF6IY|ICOADS-302-RJF6IY-SST|38.8|19.0|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|304.15|0|2|0|2|0|2
MAERSK KENSINGTON|WMKN|ICOADS-302-RJF6IZ|ICOADS-302-RJF6IZ-SST|38.8|19.0|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|304.15|0|2|0|2|0|2
TROPIC TIDE|J8AZ3|ICOADS-302-RJF6JI|ICOADS-302-RJF6JI-SST|-64.9|18.3|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|307.15|1|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF6JJ|ICOADS-302-RJF6JJ-SST|-64.9|18.3|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|307.15|1|2|0|2|0|2
INDEPENDENCE OF THE SEAS|C6WW4|ICOADS-302-RJF6JO|ICOADS-302-RJF6JO-SST|-63.6|18.2|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|302.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF6JP|ICOADS-302-RJF6JP-SST|-63.6|18.2|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|302.15|0|2|0|2|0|2
BRILLIANCE OF THE SEAS|C6SJ5|ICOADS-302-RJF6K2|ICOADS-302-RJF6K2-SST|-62.4|17.6|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|303.85|1|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF6K3|ICOADS-302-RJF6K3-SST|-62.4|17.6|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|303.85|1|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF6KE|ICOADS-302-RJF6KE-SST|137.9|15.7|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|303.15|0|2|0|2|0|2
STI SENECA|V7FK6|ICOADS-302-RJF6KF|ICOADS-302-RJF6KF-SST|137.9|15.7|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|303.15|2|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF6KI|ICOADS-302-RJF6KI-SST|-155.2|14.8|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|301.15|0|2|0|2|0|2
KILO MOANA (AWS)|WDA7827|ICOADS-302-RJF6KJ|ICOADS-302-RJF6KJ-SST|-155.2|14.8|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|301.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF6KM|ICOADS-302-RJF6KM-SST|51.2|14.5|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|301.05|0|2|0|2|0|2
ESTELLE MAERSK|OVXO2|ICOADS-302-RJF6KN|ICOADS-302-RJF6KN-SST|51.2|14.5|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|301.05|2|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF6KO|ICOADS-302-RJF6KO-SST|112.4|13.9|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|302.15|0|2|0|2|0|2
MAERSK TANJONG|VROX5|ICOADS-302-RJF6KP|ICOADS-302-RJF6KP-SST|112.4|13.9|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|302.15|2|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF6KY|ICOADS-302-RJF6KY-SST|63.9|13.0|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|301.15|0|2|0|2|0|2
GUSTAV MAERSK|OUJK2|ICOADS-302-RJF6KZ|ICOADS-302-RJF6KZ-SST|63.9|13.0|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|301.15|0|2|0|2|0|2
MONTE PASCOAL|9V8586|ICOADS-302-RJF6LN|ICOADS-302-RJF6LN-SST|-50.1|7.6|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|301.15|2|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF6LO|ICOADS-302-RJF6LO-SST|-50.1|7.6|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|301.15|0|2|0|2|0|2
BSL CAPE TOWN|A8DG9|ICOADS-302-RJF6M7|ICOADS-302-RJF6M7-SST|8.3|2.5|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|301.15|2|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF6M8|ICOADS-302-RJF6M8-SST|8.3|2.5|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|301.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF6MQ|ICOADS-302-RJF6MQ-SST|150.4|0.6|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|304.15|0|2|0|2|0|2
OSAKA BAY|VRQS2|ICOADS-302-RJF6MR|ICOADS-302-RJF6MR-SST|150.4|0.6|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|304.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF6NB|ICOADS-302-RJF6NB-SST|151.7|-1.1|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|304.15|0|2|0|2|0|2
OTAGO BAY|VRQK3|ICOADS-302-RJF6NC|ICOADS-302-RJF6NC-SST|151.7|-1.1|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|304.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF6OA|ICOADS-302-RJF6OA-SST|10.2|-7.7|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|300.15|0|2|0|2|0|2
PECOS|V7UU5|ICOADS-302-RJF6OB|ICOADS-302-RJF6OB-SST|10.2|-7.7|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|300.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF6OR|ICOADS-302-RJF6OR-SST|152.1|-9.3|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|303.15|0|2|0|2|0|2
NORTHERN HIGHWAY|V7FT4|ICOADS-302-RJF6OS|ICOADS-302-RJF6OS-SST|152.1|-9.3|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|303.15|0|2|0|2|0|2
RISING HIMEJI|3FR04|ICOADS-302-RJF6OT|ICOADS-302-RJF6OT-SST|154.7|-12.6|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|302.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF6OU|ICOADS-302-RJF6OU-SST|154.7|-12.6|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|302.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF6OY|ICOADS-302-RJF6OY-SST|147.2|-18.2|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|300.55|0|2|0|2|0|2
FALKOR (AWS)|ZCYL5|ICOADS-302-RJF6OZ|ICOADS-302-RJF6OZ-SST|147.2|-18.2|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|300.55|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF6P0|ICOADS-302-RJF6P0-SST|-36.6|-18.2|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|297.15|0|2|0|2|0|2
OTAGO HARBOUR|VRNI7|ICOADS-302-RJF6P1|ICOADS-302-RJF6P1-SST|-36.6|-18.2|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|297.15|0|2|0|2|0|2
KN ARCADIA|9V3913|ICOADS-302-RJF6P2|ICOADS-302-RJF6P2-SST|118.6|-20.1|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|301.15|2|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF6P3|ICOADS-302-RJF6P3-SST|118.6|-20.1|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|301.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF6P4|ICOADS-302-RJF6P4-SST|153.4|-21.0|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|303.15|1|2|0|2|0|2
CAPE MORETON|VRGG6|ICOADS-302-RJF6P5|ICOADS-302-RJF6P5-SST|153.4|-21.0|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|303.15|1|2|0|2|0|2
STI MIRACLE|9V2676|ICOADS-302-RJF6PI|ICOADS-302-RJF6PI-SST|115.6|-31.8|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|292.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF6PJ|ICOADS-302-RJF6PJ-SST|115.6|-31.8|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|292.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF6PK|ICOADS-302-RJF6PK-SST|29.7|-32.1|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|298.15|0|2|0|2|0|2
LA SELVA|ONKJ|ICOADS-302-RJF6PL|ICOADS-302-RJF6PL-SST|29.7|-32.1|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|298.15|0|2|0|2|0|2
AM TUBARAO|A8ZA9|ICOADS-302-RJF6PN|ICOADS-302-RJF6PN-SST|-48.7|-33.8|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|291.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF6PO|ICOADS-302-RJF6PO-SST|-48.7|-33.8|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|291.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF6PV|ICOADS-302-RJF6PV-SST|146.4|-41.2|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|288.15|0|2|0|2|0|2
SPIRIT OF TASMANIA II|VNSZ|ICOADS-302-RJF6PW|ICOADS-302-RJF6PW-SST|146.4|-41.2|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|288.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF6PZ|ICOADS-302-RJF6PZ-SST|132.1|-41.8|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|287.15|0|2|0|2|0|2
CHERRY POINT|VRLR2|ICOADS-302-RJF6Q0|ICOADS-302-RJF6Q0-SST|132.1|-41.8|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|287.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF6Q4|ICOADS-302-RJF6Q4-SST|153.3|-48.2|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|282.15|0|2|0|2|0|2
R.V. INVESTIGATOR|VLMJ|ICOADS-302-RJF6Q5|ICOADS-302-RJF6Q5-SST|153.3|-48.2|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|282.15|0|2|0|2|0|2
null|MASKSTID|ICOADS-302-RJF6Q6|ICOADS-302-RJF6Q6-SST|-76.3|-51.3|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|283.55|0|2|0|2|0|2
NATHANIEL B. PALMER (AWS)|WBP3210|ICOADS-302-RJF6Q7|ICOADS-302-RJF6Q7-SST|-76.3|-51.3|0.0|2020-11-01 02:00:00+00:00|2|8|95|5|283.55|0|2|0|2|0|2
